TRANSACTION_ID,WAREHOUSE_ID,TRANSACTION_TIMESTAMP,DATE,HOUR,ORDER_TYPE,ORDER_TYPE_CATEGORY,ORDER_CHANNEL,USER_ID,ACTION_CODE,ORDER_NUMBER,ORDER_LINE_ITEM,ARTICLE,DEVICE_CODE,SHIP_LINE_ID,GIFT_FLAG,FROM_AREA_CODE,TO_AREA_CODE,FROM_STORAGE_LOCATION,TO_STORAGE_LOCATION,ORDER_CATEGORY,INVENTORY_DETAIL_NUMBER,QUANTITY
00006XBDPE,DC01,2021-11-02 8:33:55 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,LSTPCK,82614590,400,79143063,58,SLN00EYB3F,0,PICK,RDTS000001,05-18-03-08,58,Replenishment,D000000FG9U9,1
00006XBJWC,DC01,2021-11-02 8:52:00 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614569,410,75880010,109,SLN00EYEYR,0,PICK,RDTS000001,72-12-04-08,109,Replenishment,D000000FFS0H,1
00006XB4QR,DC01,2021-11-02 8:15:01 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER18,LSTPCK,262892497,1,80222004,68,SLN00EYAUL,0,PICK,RDTS000001,83-07-02-05,68,eComm Canada,D000000FG9FO,1
00006XBJF7,DC01,2021-11-02 8:49:36 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER2,LSTPCK,262894760,2,82557003,67,SLN00EYAT5,0,PICK,RDTS000001,84-24-03-01,67,eComm Canada,D000000FGA6L,1
00006XAYIT,DC01,2021-11-02 8:00:30 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82611098,970,79819177,35,SLN00EXO46,0,PICK,RDTS000001,49-03-03-03,35,Replenishment,D000000FG90K,1
00006XBHWT,DC01,2021-11-02 8:46:08 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,ASSUMEDPCK,82614571,440,75116007,109,SLN00EYF3L,0,PICK,RDTS000001,70-10-02-01,109,Replenishment,D000000FGA39,6
00006XBJF9,DC01,2021-11-02 8:49:37 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614571,3240,90873030,109,SLN00EYEVS,0,PICK,RDTS000001,71-19-03-05,109,Replenishment,D000000FGA6M,1
00006XBGDN,DC01,2021-11-02 8:42:56 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614577,2750,95576008,109,SLN00EYFDS,0,PICK,RDTS000001,69-13-04-02,109,Replenishment,D000000FFGWR,1
00006XBGFB,DC01,2021-11-02 8:43:27 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82614579,1070,78997054,35,SLN00EYBD8,0,PICK,RDTS000001,41-11-04-05,35,Replenishment,D000000FGA0E,1
00006XBGJK,DC01,2021-11-02 8:44:24 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER2,LSTPCK,262898443,2,91910007,67,SLN00EYAGS,0,PICK,RDTS000001,77-21-03-05,67,eComm Canada,D000000FGA1J,1
00006XBKYY,DC01,2021-11-02 8:59:16 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER15,LSTPCK,262891001,1,84718029,57,SLN00EYAN0,0,PICK,RDTS000001,74-12-02-03,57,eComm Canada,D000000FGAFY,1
00006XBJRY,DC01,2021-11-02 8:51:10 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614583,1910,91681004,12,SLN00EYED3,0,PICK,RDTS000001,82-24-02-03,12,Replenishment,D000000FGA7Z,1
00006XB0LC,DC01,2021-11-02 8:06:14 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614588,1130,94342036,27,SLN00EYB2D,0,PICK,RDTS000001,27-10-03-02,27,Replenishment,D000000FG95Y,1
00006XB69B,DC01,2021-11-02 8:16:44 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER26,IDNTFY,82544843,1240,80174050,94,SLN00EZ4RM,0,ADJS,EXPR,PERM-CRE-LOC,RTNS110221,Replenishment,D000000FG9HB,1
00006XBHVW,DC01,2021-11-02 8:45:47 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614589,580,78041079,12,SLN00EYE9T,0,PICK,RDTS000001,80-16-03-05,12,Replenishment,D000000FGA2Y,1
00006XBCBS,DC01,2021-11-02 8:24:58 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER25,PKOCLOSE,262864498,8,68755263,STNPACK-018,SLN00EY736,0,WRKS,PACK,STNPACK-018,STNPACK-018-STG,eComm USA S321,D000000FG5EX,1
00006XB1VG,DC01,2021-11-02 8:07:26 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82614590,190,75721135,35,SLN00EYB40,0,PICK,RDTS000001,55-14-02-02,35,Replenishment,D000000FG976,1
00006XBJHK,DC01,2021-11-02 8:49:56 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER16,LSTPCK,262895174,4,80735001,72,SLN00EYGP4,0,PICK,RDTS000001,73-09-02-04,72,eComm Canada,D000000FGA6Z,1
00006XBJ7Q,DC01,2021-11-02 8:46:59 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,ASSUMEDPCK,82614583,590,79143122,12,SLN00EYDKH,0,PICK,RDTS000001,80-16-03-01,12,Replenishment,D000000FGA40,1
00006XBHYO,DC01,2021-11-02 8:46:47 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER18,LSTPCK,82614580,1050,80296002,68,SLN00EYDPX,0,PICK,RDTS000001,39-16-03-04,68,Replenishment,D000000FGA3T,1
00006XB72O,DC01,2021-11-02 8:17:29 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER13,PKOCLOSE,262894356,1,69738352,STNPACK-044,SLN00EY8SR,0,WRKS,PACK,STNPACK-044,STNPACK-044-STG,eComm USA S321,D000000FG6JA,1
00006XBEGL,DC01,2021-11-02 8:40:42 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER11,ASSUMEDPCK,262898579,3,77900003,54,SLN00EYJE7,0,PICK,RDTS000001,07-08-03-06,54,eComm Canada,D000000FG9YD,1
00006XBKKG,DC01,2021-11-02 8:56:44 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER4,ASSUMEDPCK,262886596,1,82639095,50,SLN00EYJGM,0,PICK,RDTS000001,02-12-03-05,50,eComm Canada,D000000FGADN,1
00006XB4YL,DC01,2021-11-02 8:15:16 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER18,ASSUMEDPCK,262898544,3,63203759,68,SLN00EYAJA,0,PICK,RDTS000001,83-10-02-01,68,eComm Canada,D000000FG9FW,1
00006XB2FJ,DC01,2021-11-02 8:12:33 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614579,2040,82690001,109,SLN00EYBL7,0,PICK,RDTS000001,56-20-04-07,109,Replenishment,D000000FG9CT,1
00006XBJ9J,DC01,2021-11-02 8:47:38 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614576,1900,90866163,27,SLN00EYF9P,0,PICK,RDTS000001,71-08-02-04,27,Replenishment,D000000FGA4I,1
00006XBDDQ,DC01,2021-11-02 8:32:43 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614590,90,69706010,109,SLN00EYB1M,0,PICK,RDTS000001,67-23-03-03,109,Replenishment,D000000FG9TM,1
00006XBE89,DC01,2021-11-02 8:39:00 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER15,ASSUMEDPCK,262894872,3,82199002,57,SLN00EYASI,0,PICK,RDTS000001,60-07-04-09,57,eComm Canada,D000000FG9X2,1
00006XBGGW,DC01,2021-11-02 8:43:49 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,LSTPCK,82611098,3340,92519021,35,SLN00EXO2H,0,PICK,RDTS000001,41-19-02-02,35,Replenishment,D000000FGA0Q,1
00006XB6NE,DC01,2021-11-02 8:17:06 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82611098,3460,94558005,12,SLN00EXO2T,0,PICK,RDTS000001,65-02-02-01,12,Replenishment,D000000FG9HK,1
00006XB7LT,DC01,2021-11-02 8:18:01 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER19,LSTPCK,82614579,580,75717002,8,SLN00EYBH9,0,PICK,RDTS000001,22-06-02-01,8,Replenishment,D000000FG9IN,1
00006XAZDN,DC01,2021-11-02 8:02:32 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614594,540,81378016,27,SLN00EYB9C,0,PICK,RDTS000001,23-20-03-02,27,Replenishment,D000000FG92P,1
00006XBAXE,DC01,2021-11-02 8:22:58 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER19,LSTPCK,82614579,3420,92132189,8,SLN00EYBK2,0,PICK,RDTS000001,24-06-03-03,8,Replenishment,D000000FG9MA,1
00006XBEGD,DC01,2021-11-02 8:40:37 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER15,LSTPCK,262898528,3,70657007,57,SLN00EYAGI,0,PICK,RDTS000001,62-11-01-01,57,eComm Canada,D000000FG9YB,1
00006XAZCT,DC01,2021-11-02 8:02:11 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614579,2710,85086004,12,SLN00EYBM1,0,PICK,RDTS000001,53-04-04-04,12,Replenishment,D000000FFX3F,1
00006XBJSZ,DC01,2021-11-02 8:51:15 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER18,LSTPCK,82614580,2960,92127019,68,SLN00EYDVC,0,PICK,RDTS000001,41B-39-03-03,68,Replenishment,D000000FGA81,1
00006XB256,DC01,2021-11-02 8:10:06 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER15,LSTPCK,262892300,1,81183014,57,SLN00EYAVP,0,PICK,RDTS000001,35-15-02-04,57,eComm Canada,D000000FG9A3,1
00006XB3TV,DC01,2021-11-02 8:13:44 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER13,PKOCLOSE,262898224,3,84816010,STNPACK-044,SLN00EY8XJ,0,WRKS,PACK,STNPACK-044,STNPACK-044-STG,eComm Canada,D000000FG6R6,1
00006XBHUE,DC01,2021-11-02 8:45:18 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82614580,3150,92511002,88,SLN00EYDUT,0,PICK,RDTS000001,49-14-04-05,88,Replenishment,D000000FFYDQ,1
00006XB4UO,DC01,2021-11-02 8:15:10 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER19,ASSUMEDPCK,82614579,370,73495004,8,SLN00EYBF6,0,PICK,RDTS000001,21-10-02-05,8,Replenishment,D000000FG9FR,1
00006XBCBD,DC01,2021-11-02 8:24:58 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER25,PKOCLOSE,262864498,20,94465023,STNPACK-018,SLN00EY72U,0,WRKS,PACK,STNPACK-018,STNPACK-018-STG,eComm USA S321,D000000FG57V,1
00006XBGJ0,DC01,2021-11-02 8:44:09 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614571,4070,95514021,109,SLN00EYEQS,0,PICK,RDTS000001,69-21-02-01,109,Replenishment,D000000FGA1D,1
00006XB3TY,DC01,2021-11-02 8:13:44 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER13,PKOCLOSE,262898224,2,68177604,STNPACK-044,SLN00EY8XI,0,WRKS,PACK,STNPACK-044,STNPACK-044-STG,eComm Canada,D000000FG6VR,1
00006XBE5O,DC01,2021-11-02 8:38:08 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER23,PKOCLOSE,262847970,1,92518010,STNPACK-022,SLN00EY8A8,0,WRKS,PACK,STNPACK-022,STNPACK-022-STG,eComm USA S321,D000000FG6SI,1
00006XBKS8,DC01,2021-11-02 8:58:13 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,ASSUMEDPCK,82614590,150,73239011,58,SLN00EYB44,0,PICK,RDTS000001,24-01-02-05,58,Replenishment,D000000FGAEZ,1
00006XBJN3,DC01,2021-11-02 8:50:42 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER18,ASSUMEDPCK,82614580,980,79997020,68,SLN00EYDQ4,0,PICK,RDTS000001,41A-14-01-01,68,Replenishment,D000000FGA7K,1
00006XBKJE,DC01,2021-11-02 8:56:26 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,ASSUMEDPCK,82614569,710,78845032,109,SLN00EYF0M,0,PICK,RDTS000001,74-17-02-05,109,Replenishment,D000000FGADC,1
00006XB0GM,DC01,2021-11-02 8:04:47 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614594,130,69786242,27,SLN00EYB7T,0,PICK,RDTS000001,26-17-02-01,27,Replenishment,D000000FG94Q,1
00006XAZD6,DC01,2021-11-02 8:02:19 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82611098,2420,84806063,35,SLN00EXNZW,0,PICK,RDTS000001,51-04-03-05,35,Replenishment,D000000FG92I,1
00006XB1YM,DC01,2021-11-02 8:08:18 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER2,LSTPCK,262890768,2,90866177,67,SLN00EYAK4,0,PICK,RDTS000001,38-19-03-03,67,eComm Canada,D000000FG984,1
00006XB28B,DC01,2021-11-02 8:11:00 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82611105,1022,74361009,88,SLN00EXOON,0,PICK,RDTS000001,03-21-01-04,88,Replenishment,D000000FG9B1,1
00006XBAWP,DC01,2021-11-02 8:22:52 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82611098,2010,83418018,27,SLN00EXNYR,0,PICK,RDTS000001,38-16-04-09,27,Replenishment,D000000FDTKY,1
00006XB0CF,DC01,2021-11-02 8:03:28 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER18,LSTPCK,262891475,1,79811032,68,SLN00EYAMC,0,PICK,RDTS000001,65-05-04-04,68,eComm Canada,D000000FG93M,1
00006XBKKX,DC01,2021-11-02 8:56:49 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614583,2030,92127006,12,SLN00EYEFG,0,PICK,RDTS000001,83-13-04-09,12,Replenishment,D000000FGADR,1
00006XBF6S,DC01,2021-11-02 8:41:10 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82611098,2530,85094040,35,SLN00EXNXG,0,PICK,RDTS000001,40-06-04-07,35,Replenishment,D000000FG9YJ,1
00006XBKMJ,DC01,2021-11-02 8:57:27 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82614571,3500,92024063,88,SLN00EYEV2,0,PICK,RDTS000001,58-11-03-02,88,Replenishment,D000000FGAE5,1
00006XBCQV,DC01,2021-11-02 8:28:59 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,ASSUMEDPCK,82614590,1170,92007066,109,SLN00EYBBY,0,PICK,RDTS000001,65-17-04-09,109,Replenishment,D000000FG9QX,1
00006XBCCP,DC01,2021-11-02 8:25:17 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82611098,240,70331076,35,SLN00EXO4W,0,PICK,RDTS000001,23-19-02-03,35,Replenishment,D000000FG9NX,1
00006XBJGI,DC01,2021-11-02 8:49:46 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614583,630,79217046,12,SLN00EYDKD,0,PICK,RDTS000001,81-11-02-04,12,Replenishment,D000000FGA6R,1
00006XBJ9U,DC01,2021-11-02 8:47:47 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER16,ASSUMEDPCK,262898836,1,91898028,72,SLN00EYAEF,0,PICK,RDTS000001,71-14-03-02,72,eComm Canada,D000000FGA4M,1
00006XBJGX,DC01,2021-11-02 8:49:51 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82614580,3180,92518017,88,SLN00EYDUQ,0,PICK,RDTS000001,54-02-03-01,88,Replenishment,D000000FGA6U,1
00006XBJ9K,DC01,2021-11-02 8:47:38 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614576,1900,90866163,27,SLN00EYF9P,0,PICK,RDTS000001,71-08-02-04,27,Replenishment,D000000FGA4I,1
00006XB0BL,DC01,2021-11-02 8:03:13 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,LSTPCK,82614588,150,68755261,58,SLN00EYB53,0,PICK,RDTS000001,72-03-04-05,58,Replenishment,D000000FG93D,1
00006XBJW1,DC01,2021-11-02 8:51:56 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614576,210,68394015,27,SLN00EYFRV,0,PICK,RDTS000001,74-16-02-03,27,Replenishment,D000000FGA8O,1
00006XB205,DC01,2021-11-02 8:08:55 AM,02-Nov-21,8,E05,ECOMM US,ECOMMERCE,USER1,ASSUMEDPCK,262889795,1,79420003,7,SLN00EYGO0,0,PICK,RDTS000001,31-07-03-01,7,eComm USA S321,D000000FG98N,1
00006XBCWW,DC01,2021-11-02 8:29:50 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82614579,2250,83413006,88,SLN00EYBKM,0,PICK,RDTS000001,14-15-02-01,88,Replenishment,D000000FG9RE,1
00006XB4E6,DC01,2021-11-02 8:14:22 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER18,ASSUMEDPCK,262899016,1,79410049,68,SLN00EYADT,0,PICK,RDTS000001,82-04-02-01,68,eComm Canada,D000000FG9EV,1
00006XBD6K,DC01,2021-11-02 8:31:47 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER1,ASSUMEDPCK,262892691,4,90866135,7,SLN00EYGBN,0,PICK,RDTS000001,53-21-02-03,7,eComm Canada,D000000FG9SV,1
00006XB1ZE,DC01,2021-11-02 8:08:40 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,LSTPCK,82614579,1330,79755002,88,SLN00EYBCI,0,PICK,RDTS000001,03-07-04-06,88,Replenishment,D000000FG98D,1
00006XB83N,DC01,2021-11-02 8:19:30 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER19,LSTPCK,82614579,1390,79920170,8,SLN00EYBCC,0,PICK,RDTS000001,23-03-04-04,8,Replenishment,D000000FFKLD,1
00006XBGK9,DC01,2021-11-02 8:44:39 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,ASSUMEDPCK,82614589,690,79457090,12,SLN00EYE9I,0,PICK,RDTS000001,79-12-03-02,12,Replenishment,D000000FGA1T,1
00006XB0G1,DC01,2021-11-02 8:04:31 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82611098,2840,90668004,35,SLN00EXNYB,0,PICK,RDTS000001,53-17-03-02,35,Replenishment,D000000FG94H,1
00006XB8A8,DC01,2021-11-02 8:20:44 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82611098,2690,90087021,12,SLN00EXNXW,0,PICK,RDTS000001,67-19-02-02,12,Replenishment,D000000FG9KW,1
00006XB3WN,DC01,2021-11-02 8:14:09 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,LSTPCK,82614579,3060,90839016,58,SLN00EYBIE,0,PICK,RDTS000001,75-22-02-04,58,Replenishment,D000000FG9EK,2
00006XBHY3,DC01,2021-11-02 8:46:36 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82614579,3200,91284009,35,SLN00EYBI0,0,PICK,RDTS000001,41B-16-04-03,35,Replenishment,D000000FGA3O,1
00006XBGK6,DC01,2021-11-02 8:44:38 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614569,1750,84569035,27,SLN00EYEXQ,0,PICK,RDTS000001,69-22-01-01,27,Replenishment,D000000FGA1R,1
00006XB7XH,DC01,2021-11-02 8:18:34 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER19,ASSUMEDPCK,82611098,590,77926016,8,SLN00EXO34,0,PICK,RDTS000001,23-01-02-03,8,Replenishment,D000000FG9J5,1
00006XB52U,DC01,2021-11-02 8:15:26 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82611105,550,80496131,88,SLN00EXONA,0,PICK,RDTS000001,05-13-02-09,88,Replenishment,D000000FG9G0,1
00006XB25S,DC01,2021-11-02 8:10:17 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,ASSUMEDPCK,82611098,2160,83652051,58,SLN00EXNZ6,0,PICK,RDTS000001,75-02-03-03,58,Replenishment,D000000FG9AB,1
00006XBJRV,DC01,2021-11-02 8:51:09 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER15,LSTPCK,262896756,1,84718041,57,SLN00EYA7Q,0,PICK,RDTS000001,69-16-02-05,57,eComm Canada,D000000FGA7Y,1
00006XBKIE,DC01,2021-11-02 8:56:14 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER5,ASSUMEDPCK,82614579,2870,90194001,35,SLN00EYBLL,0,PICK,RDTS000001,47-19-03-01,35,Replenishment,D000000FGAD3,6
00006XBE8E,DC01,2021-11-02 8:39:06 AM,02-Nov-21,8,E05,ECOMM US,ECOMMERCE,USER16,ASSUMEDPCK,262894433,1,85140041,72,SLN00EYGKZ,0,PICK,RDTS000001,64-15-04-05,72,eComm USA S321,D000000FG9X3,1
00006XBE70,DC01,2021-11-02 8:38:41 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER17,LSTPCK,262898858,3,79873011,111,SLN00EYH1J,0,PICK,RDTS000001,51-07-03-04,111,eComm Canada,D000000FG9WU,1
00006XBKHI,DC01,2021-11-02 8:56:01 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,ASSUMEDPCK,82614571,1060,79082035,27,SLN00EYEOE,0,PICK,RDTS000001,77-06-01-01,27,Replenishment,D000000FGACU,1
00006XBCIH,DC01,2021-11-02 8:27:38 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER9,ASSUMEDPCK,82614579,2380,84068046,88,SLN00EYBK9,0,PICK,RDTS000001,12-11-03-01,88,Replenishment,D000000FG9PX,1
00006XBGA4,DC01,2021-11-02 8:42:30 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614569,1560,82551004,27,SLN00EYEY9,0,PICK,RDTS000001,69-08-03-01,27,Replenishment,D000000FG9ZN,1
00006XBCYJ,DC01,2021-11-02 8:30:19 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,ASSUMEDPCK,82614588,1150,94544042,109,SLN00EYB2B,0,PICK,RDTS000001,66-07-02-03,109,Replenishment,D000000FG9RQ,1
00006XB90C,DC01,2021-11-02 8:21:27 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614588,790,90753002,109,SLN00EYB5Z,0,PICK,RDTS000001,61-24-04-11,109,Replenishment,D000000FG9LH,1
00006XBGC2,DC01,2021-11-02 8:42:38 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER4,ASSUMEDPCK,262899539,1,84718035,50,SLN00EYGUS,0,PICK,RDTS000001,75-12-02-03,50,eComm Canada,D000000FG9ZP,1
00006XB4O2,DC01,2021-11-02 8:14:38 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER16,LSTPCK,262876088,2,81721010,72,SLN00EYGQP,0,PICK,RDTS000001,41B-06-03-03,72,eComm Canada,D000000FG9F5,1
00006XB56T,DC01,2021-11-02 8:15:33 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,ASSUMEDPCK,82614579,1250,79590004,109,SLN00EYBCQ,0,PICK,RDTS000001,57-11-01-01,109,Replenishment,D000000FG9G3,1
00006XB258,DC01,2021-11-02 8:10:07 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER10,LSTPCK,82611098,2220,84071023,58,SLN00EXNZC,0,PICK,RDTS000001,75-02-03-02,58,Replenishment,D000000FG9A4,1
00006XBCFY,DC01,2021-11-02 8:26:42 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614588,1030,92127012,27,SLN00EYB2N,0,PICK,RDTS000001,40-11-04-02,27,Replenishment,D000000FG9P6,1
00006XBJHE,DC01,2021-11-02 8:49:56 AM,02-Nov-21,8,E07,ECOMM US,ECOMMERCE,USER23,PKOCLOSE,262891172,2,81615010,STNPACK-022,SLN00EY930,0,WRKS,PACK,STNPACK-022,STNPACK-022-STG,eComm USA S321,D000000F9OWE,1
00006XBCHS,DC01,2021-11-02 8:27:22 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER1,ASSUMEDPCK,262897053,1,84718033,7,SLN00EYGPA,0,PICK,RDTS000001,53-18-03-05,7,eComm Canada,D000000FG9PO,1
00006XBGKX,DC01,2021-11-02 8:44:51 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER12,LSTPCK,82614577,2580,92184005,109,SLN00EYFE9,0,PICK,RDTS000001,70-21-04-03,109,Replenishment,D000000FFSCC,1
00006XBCZB,DC01,2021-11-02 8:30:32 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614590,1270,92131006,27,SLN00EYBBO,0,PICK,RDTS000001,41B-06-02-01,27,Replenishment,D000000FG9RX,1
00006XB0EI,DC01,2021-11-02 8:04:01 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER7,LSTPCK,82614588,1140,94398005,27,SLN00EYB2C,0,PICK,RDTS000001,25-16-03-03,27,Replenishment,D000000FG943,1
00006XBG77,DC01,2021-11-02 8:42:12 AM,02-Nov-21,8,E05,ECOMM US,ECOMMERCE,USER16,LSTPCK,262895029,1,90318016,72,SLN00EYGNK,0,PICK,RDTS000001,67-10-01-01,72,eComm USA S321,D000000FG9ZB,1
00006XBGHR,DC01,2021-11-02 8:44:01 AM,02-Nov-21,8,E05,ECOMM US,ECOMMERCE,USER27,PKOCLOSE,262897615,1,84729024,STNPACK-038,SLN00EY8CS,0,WRKS,PACK,STNPACK-038,STNPACK-038-STG,eComm USA S321,D000000FG6MI,1
00006XB2CP,DC01,2021-11-02 8:11:59 AM,02-Nov-21,8,SR,REPLEN,RETAIL,USER3,LSTPCK,82614594,300,79515032,12,SLN00EYB7C,0,PICK,RDTS000001,61-01-03-05,12,Replenishment,D000000FG9C7,1
00006XBF6Y,DC01,2021-11-02 8:41:13 AM,02-Nov-21,8,E03,ECOMM CA,ECOMMERCE,USER11,ASSUMEDPCK,262892401,3,96420016,54,SLN00EYJCT,0,PICK,RDTS000001,08-06-04-01,54,eComm Canada,D000000FG9YM,1
00006XBEGY,DC01,2021-11-02 8:40:50 AM,02-Nov-21,8,E01,ECOMM CA,ECOMMERCE,USER25,PKOCLOSE,262887894,1,84577001,STNPACK-018,SLN00EY6XH,0,WRKS,PACK,STNPACK-018,STNPACK-018-STG,eComm Canada,D000000FG55N,1
00006XBKXK,DC01,2021-11-02 8:58:55 AM,02-Nov-21,8,E05,ECOMM US,ECOMMERCE,USER8,MANFST,262898211,1,?,STNPACK-027,SLN00EY8N7,0,?,?,?,?,eComm USA S321,D000000FG7AC,?
